branch,sale_id,total_price,moving_avg_3
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,379,48.36,48.36
A,381,155.71,84.14
A,381,155.71,119.93
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,381,155.71,155.71
A,382,13.55,108.32
A,382,13.55,60.94
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,382,13.55,13.55
A,383,182.2,69.77
A,383,182.2,125.98
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,383,182.2,182.2
A,385,2.72,122.37
A,385,2.72,62.55
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,385,2.72,2.72
A,387,10.09,5.18
A,387,10.09,7.63
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,387,10.09,10.09
A,388,176.02,65.4
A,388,176.02,120.71
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,388,176.02,176.02
A,389,212.72,188.25
A,389,212.72,200.49
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,389,212.72,212.72
A,390,132.47,185.97
A,390,132.47,159.22
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,390,132.47,132.47
A,393,83.3,116.08
A,393,83.3,99.69
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,393,83.3,83.3
A,395,114.88,93.83
A,395,114.88,104.35
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,395,114.88,114.88
A,398,41.02,90.26
A,398,41.02,65.64
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,398,41.02,41.02
A,399,131.54,71.19
A,399,131.54,101.37
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,399,131.54,131.54
A,400,210.32,157.8
A,400,210.32,184.06
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,400,210.32,210.32
A,402,150.66,190.43
A,402,150.66,170.55
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,402,150.66,150.66
A,403,21.79,107.7
A,403,21.79,64.75
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,403,21.79,21.79
A,405,47.29,30.29
A,405,47.29,38.79
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,405,47.29,47.29
A,406,241.93,112.17
A,406,241.93,177.05
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,406,241.93,241.93
A,408,39.25,174.37
A,408,39.25,106.81
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,408,39.25,39.25
A,412,41.47,39.99
A,412,41.47,40.73
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,412,41.47,41.47
A,413,46.65,43.2
A,413,46.65,44.92
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,413,46.65,46.65
A,414,85.17,59.49
A,414,85.17,72.33
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,414,85.17,85.17
A,415,132.85,101.06
A,415,132.85,116.96
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,415,132.85,132.85
A,416,88.38,118.03
A,416,88.38,103.2
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,416,88.38,88.38
A,417,239.93,138.9
A,417,239.93,189.41
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,417,239.93,239.93
A,418,25.89,168.58
A,418,25.89,97.24
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,418,25.89,25.89
A,419,242.82,98.2
A,419,242.82,170.51
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,419,242.82,242.82
A,420,49.4,178.35
A,420,49.4,113.87
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,420,49.4,49.4
A,422,29.32,42.71
A,422,29.32,36.01
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
A,422,29.32,29.32
